date, time, 1.1.1.1, 64.98.135.91
2023-07-08, 07:21:57, 80, 241
2023-07-08, 07:21:58, 80, 239
2023-07-08, 07:21:59, 79, 242
2023-07-08, 07:22:00, 82, 239
2023-07-08, 07:22:01, 82, 240
2023-07-08, 07:22:02, 80, 241
2023-07-08, 07:22:03, 83, 241
2023-07-08, 07:22:04, 83, 240
2023-07-08, 07:22:05, 80, 242
2023-07-08, 07:22:06, 83, 242
2023-07-08, 07:22:08, 80, 242
2023-07-08, 07:22:09, 82, 241
2023-07-08, 07:22:10, 88, 241
2023-07-08, 07:22:11, 85, 239
2023-07-08, 07:22:12, 83, 241
2023-07-08, 07:22:13, 80, 250
2023-07-08, 07:22:14, 85, 241
2023-07-08, 07:22:15, 83, 240
2023-07-08, 07:22:16, 82, 244
2023-07-08, 07:22:17, 82, 242
2023-07-08, 07:22:18, 81, 243
2023-07-08, 07:22:19, 82, 242
2023-07-08, 07:22:20, 81, 245
2023-07-08, 07:22:21, 81, 239
2023-07-08, 07:22:22, 79, 240
2023-07-08, 07:22:23, 79, 242
2023-07-08, 07:22:24, 82, 245
2023-07-08, 07:22:25, 79, 241
2023-07-08, 07:22:26, 80, 241
2023-07-08, 07:22:27, 196, 349
2023-07-08, 07:22:28, 132, 295
2023-07-08, 07:22:29, 79, 241
2023-07-08, 07:22:30, 191, 350
2023-07-08, 07:22:32, 166, 322
2023-07-08, 07:22:33, 167, 324
2023-07-08, 07:22:33, 81, 243
2023-07-08, 07:22:35, 83, 241
2023-07-08, 07:22:36, 81, 242
2023-07-08, 07:22:37, 82, 239
2023-07-08, 07:22:38, 80, 248
2023-07-08, 07:22:39, 83, 240
2023-07-08, 07:22:40, 79, 243
2023-07-08, 07:22:41, 85, 241
2023-07-08, 07:22:42, 82, 241
2023-07-08, 07:22:43, 80, 243
2023-07-08, 07:22:44, 84, 241
2023-07-08, 07:22:45, 82, 239
2023-07-08, 07:22:46, 82, 240
2023-07-08, 07:22:47, 80, 241
2023-07-08, 07:22:48, 80, 241
2023-07-08, 07:22:49, 84, 241
2023-07-08, 07:22:50, 81, 243
2023-07-08, 07:22:51, 82, 244
2023-07-08, 07:22:52, 83, 240
2023-07-08, 07:22:53, 85, 240
2023-07-08, 07:22:54, 82, 242
2023-07-08, 07:22:56, 80, 0
2023-07-08, 07:22:57, 0, 0
