date, time, 1.1.1.1, 64.98.135.91
2023-07-08, 13:04:14, 93, 240
2023-07-08, 13:04:15, 81, 238
2023-07-08, 13:04:16, 84, 244
2023-07-08, 13:04:17, 119, 276
2023-07-08, 13:04:18, 164, 320
2023-07-08, 13:04:19, 88, 238
2023-07-08, 13:04:20, 81, 237
2023-07-08, 13:04:21, 79, 241
2023-07-08, 13:04:22, 81, 244
2023-07-08, 13:04:23, 81, 341
2023-07-08, 13:04:24, 167, 322
2023-07-08, 13:04:25, 121, 280
2023-07-08, 13:04:26, 80, 238
2023-07-08, 13:04:27, 140, 288
2023-07-08, 13:04:28, 93, 254
2023-07-08, 13:04:30, 129, 304
2023-07-08, 13:04:31, 229, 389
2023-07-08, 13:04:32, 111, 275
2023-07-08, 13:04:33, 191, 343
2023-07-08, 13:04:34, 85, 242
2023-07-08, 13:04:35, 81, 238
2023-07-08, 13:04:36, 83, 238
2023-07-08, 13:04:37, 81, 238
2023-07-08, 13:04:38, 80, 254
2023-07-08, 13:04:39, 82, 257
2023-07-08, 13:04:40, 80, 238
2023-07-08, 13:04:41, 100, 266
2023-07-08, 13:04:42, 82, 240
2023-07-08, 13:04:43, 81, 239
2023-07-08, 13:04:44, 79, 240
2023-07-08, 13:04:45, 80, 241
2023-07-08, 13:04:46, 81, 238
2023-07-08, 13:04:47, 81, 238
2023-07-08, 13:04:48, 80, 240
2023-07-08, 13:04:49, 99, 252
2023-07-08, 13:04:50, 81, 237
2023-07-08, 13:04:52, 370, 0
2023-07-08, 13:04:52, 83, 238
2023-07-08, 13:04:53, 93, 249
2023-07-08, 13:04:54, 109, 264
2023-07-08, 13:04:55, 81, 238
2023-07-08, 13:04:56, 104, 239
2023-07-08, 13:04:57, 98, 238
2023-07-08, 13:04:59, 80, 251
2023-07-08, 13:05:00, 82, 247
2023-07-08, 13:05:01, 83, 244
2023-07-08, 13:05:02, 81, 240
2023-07-08, 13:05:03, 82, 239
2023-07-08, 13:05:04, 167, 328
2023-07-08, 13:05:05, 122, 285
2023-07-08, 13:05:06, 136, 291
2023-07-08, 13:05:07, 105, 262
2023-07-08, 13:05:08, 88, 257
2023-07-08, 13:05:09, 203, 359
2023-07-08, 13:05:10, 89, 251
2023-07-08, 13:05:11, 80, 240
2023-07-08, 13:05:12, 81, 240
2023-07-08, 13:05:13, 131, 287
2023-07-08, 13:05:14, 93, 237
2023-07-08, 13:05:15, 80, 244
2023-07-08, 13:05:16, 81, 238
2023-07-08, 13:05:17, 80, 239
2023-07-08, 13:05:18, 81, 240
2023-07-08, 13:05:19, 84, 240
2023-07-08, 13:05:20, 82, 238
2023-07-08, 13:05:21, 93, 249
2023-07-08, 13:05:22, 81, 241
2023-07-08, 13:05:23, 82, 240
2023-07-08, 13:05:25, 149, 321
2023-07-08, 13:05:25, 91, 242
2023-07-08, 13:05:27, 81, 255
2023-07-08, 13:05:28, 102, 259
2023-07-08, 13:05:29, 82, 245
2023-07-08, 13:05:30, 120, 280
2023-07-08, 13:05:31, 79, 239
2023-07-08, 13:05:32, 95, 253
2023-07-08, 13:05:33, 95, 253
2023-07-08, 13:05:34, 82, 241
2023-07-08, 13:05:35, 82, 243
2023-07-08, 13:05:36, 81, 254
2023-07-08, 13:05:37, 82, 247
2023-07-08, 13:05:38, 85, 245
2023-07-08, 13:05:39, 82, 237
2023-07-08, 13:05:40, 84, 238
2023-07-08, 13:05:41, 81, 241
2023-07-08, 13:05:42, 80, 240
2023-07-08, 13:05:43, 83, 239
2023-07-08, 13:05:44, 83, 237
2023-07-08, 13:05:45, 106, 239
2023-07-08, 13:05:46, 81, 240
2023-07-08, 13:05:47, 85, 239
2023-07-08, 13:05:48, 81, 240
2023-07-08, 13:05:49, 105, 260
2023-07-08, 13:05:50, 80, 242
2023-07-08, 13:05:51, 82, 242
2023-07-08, 13:05:52, 94, 240
2023-07-08, 13:05:54, 86, 257
2023-07-08, 13:05:55, 109, 243
2023-07-08, 13:05:56, 81, 244
2023-07-08, 13:05:57, 168, 327
2023-07-08, 13:05:58, 80, 239
2023-07-08, 13:05:59, 80, 0
2023-07-08, 13:06:00, 85, 241
2023-07-08, 13:06:02, 0, 0
2023-07-08, 13:06:02, 85, 239
2023-07-08, 13:06:03, 84, 243
2023-07-08, 13:06:04, 84, 239
2023-07-08, 13:06:05, 146, 306
2023-07-08, 13:06:06, 83, 239
2023-07-08, 13:06:07, 84, 238
2023-07-08, 13:06:08, 81, 253
