date, time, 1.1.1.1, 64.98.135.91
2023-07-08, 10:28:53, 126, 284
2023-07-08, 10:28:54, 115, 275
2023-07-08, 10:28:56, 294, 0
2023-07-08, 10:28:57, 0, 0
2023-07-08, 10:28:57, 113, 280
2023-07-08, 10:28:58, 101, 269
2023-07-08, 10:28:59, 86, 264
2023-07-08, 10:29:00, 106, 273
2023-07-08, 10:29:01, 149, 309
2023-07-08, 10:29:03, 288, 0
2023-07-08, 10:29:04, 0, 0
2023-07-08, 10:29:05, 126, 0
2023-07-08, 10:29:05, 114, 272
2023-07-08, 10:29:06, 143, 296
2023-07-08, 10:29:07, 119, 251
2023-07-08, 10:29:08, 105, 242
2023-07-08, 10:29:10, 140, 0
2023-07-08, 10:29:11, 126, 281
2023-07-08, 10:29:12, 124, 0
2023-07-08, 10:29:13, 126, 289
2023-07-08, 10:29:14, 135, 296
2023-07-08, 10:29:15, 143, 321
2023-07-08, 10:29:17, 0, 0
2023-07-08, 10:29:18, 145, 0
2023-07-08, 10:29:19, 308, 0
2023-07-08, 10:29:20, 157, 0
2023-07-08, 10:29:21, 284, 0
2023-07-08, 10:29:21, 131, 306
2023-07-08, 10:29:22, 121, 289
2023-07-08, 10:29:24, 0, 0
2023-07-08, 10:29:24, 113, 276
2023-07-08, 10:29:26, 120, 0
2023-07-08, 10:29:26, 107, 268
2023-07-08, 10:29:27, 115, 242
2023-07-08, 10:29:29, 128, 0
2023-07-08, 10:29:30, 139, 286
2023-07-08, 10:29:31, 121, 306
2023-07-08, 10:29:32, 119, 294
2023-07-08, 10:29:33, 107, 288
2023-07-08, 10:29:34, 113, 250
2023-07-08, 10:29:35, 109, 286
2023-07-08, 10:29:36, 123, 284
2023-07-08, 10:29:37, 140, 293
2023-07-08, 10:29:38, 115, 250
2023-07-08, 10:29:39, 96, 264
2023-07-08, 10:29:40, 116, 252
2023-07-08, 10:29:42, 124, 0
2023-07-08, 10:29:42, 91, 276
2023-07-08, 10:29:43, 147, 306
2023-07-08, 10:29:44, 119, 286
2023-07-08, 10:29:45, 126, 284
2023-07-08, 10:29:46, 111, 272
2023-07-08, 10:29:47, 184, 338
2023-07-08, 10:29:48, 278, 423
2023-07-08, 10:29:49, 162, 296
2023-07-08, 10:29:50, 145, 286
2023-07-08, 10:29:51, 180, 348
2023-07-08, 10:29:52, 81, 241
2023-07-08, 10:29:53, 107, 270
2023-07-08, 10:29:54, 186, 364
2023-07-08, 10:29:55, 109, 297
2023-07-08, 10:29:57, 381, 0
2023-07-08, 10:29:57, 90, 252
2023-07-08, 10:29:59, 0, 0
2023-07-08, 10:30:00, 287, 0
2023-07-08, 10:30:01, 129, 277
2023-07-08, 10:30:02, 130, 281
2023-07-08, 10:30:03, 0, 0
2023-07-08, 10:30:04, 112, 260
2023-07-08, 10:30:05, 97, 253
2023-07-08, 10:30:06, 102, 270
2023-07-08, 10:30:07, 111, 271
2023-07-08, 10:30:08, 112, 253
2023-07-08, 10:30:09, 121, 291
2023-07-08, 10:30:11, 306, 0
2023-07-08, 10:30:12, 145, 0
2023-07-08, 10:30:12, 125, 288
2023-07-08, 10:30:13, 110, 274
2023-07-08, 10:30:14, 91, 250
2023-07-08, 10:30:15, 108, 275
2023-07-08, 10:30:17, 152, 0
2023-07-08, 10:30:18, 304, 0
2023-07-08, 10:30:18, 121, 280
2023-07-08, 10:30:19, 129, 267
2023-07-08, 10:30:21, 135, 284
2023-07-08, 10:30:22, 149, 299
2023-07-08, 10:30:23, 282, 0
2023-07-08, 10:30:24, 148, 307
2023-07-08, 10:30:25, 120, 292
2023-07-08, 10:30:26, 112, 273
2023-07-08, 10:30:27, 295, 0
2023-07-08, 10:30:29, 150, 0
2023-07-08, 10:30:29, 108, 276
2023-07-08, 10:30:31, 157, 0
2023-07-08, 10:30:32, 129, 0
2023-07-08, 10:30:32, 148, 310
2023-07-08, 10:30:34, 307, 0
2023-07-08, 10:30:34, 121, 287
2023-07-08, 10:30:35, 114, 271
2023-07-08, 10:30:37, 147, 0
2023-07-08, 10:30:38, 141, 0
2023-07-08, 10:30:39, 171, 0
2023-07-08, 10:30:39, 115, 273
2023-07-08, 10:30:41, 161, 278
2023-07-08, 10:30:42, 303, 0
2023-07-08, 10:30:43, 301, 0
2023-07-08, 10:30:44, 0, 0
2023-07-08, 10:30:45, 0, 0
2023-07-08, 10:30:47, 256, 0
2023-07-08, 10:30:47, 147, 311
2023-07-08, 10:30:48, 122, 287
2023-07-08, 10:30:50, 277, 0
2023-07-08, 10:30:50, 105, 256
2023-07-08, 10:30:52, 282, 0
2023-07-08, 10:30:52, 120, 294
2023-07-08, 10:30:53, 94, 286
2023-07-08, 10:30:54, 89, 267
2023-07-08, 10:30:55, 156, 280
2023-07-08, 10:30:57, 276, 0
2023-07-08, 10:30:57, 146, 275
2023-07-08, 10:30:59, 325, 0
2023-07-08, 10:30:59, 132, 263
2023-07-08, 10:31:01, 533, 0
2023-07-08, 10:31:02, 149, 326
2023-07-08, 10:31:03, 298, 0
2023-07-08, 10:31:04, 136, 296
2023-07-08, 10:31:05, 149, 309
2023-07-08, 10:31:06, 180, 352
2023-07-08, 10:31:07, 156, 308
2023-07-08, 10:31:08, 141, 0
2023-07-08, 10:31:09, 84, 275
2023-07-08, 10:31:10, 152, 290
2023-07-08, 10:31:12, 0, 0
2023-07-08, 10:31:12, 104, 240
2023-07-08, 10:31:14, 151, 0
2023-07-08, 10:31:15, 121, 0
2023-07-08, 10:31:15, 84, 271
2023-07-08, 10:31:16, 109, 308
2023-07-08, 10:31:17, 102, 305
2023-07-08, 10:31:18, 116, 280
2023-07-08, 10:31:20, 300, 0
2023-07-08, 10:31:21, 156, 0
2023-07-08, 10:31:21, 134, 287
2023-07-08, 10:31:23, 0, 0
2023-07-08, 10:31:24, 124, 297
2023-07-08, 10:31:25, 133, 306
2023-07-08, 10:31:26, 119, 291
2023-07-08, 10:31:27, 82, 281
2023-07-08, 10:31:28, 283, 0
2023-07-08, 10:31:29, 126, 289
2023-07-08, 10:31:30, 112, 290
2023-07-08, 10:31:31, 99, 261
2023-07-08, 10:31:32, 89, 242
2023-07-08, 10:31:33, 83, 239
2023-07-08, 10:31:34, 80, 241
2023-07-08, 10:31:35, 130, 289
2023-07-08, 10:31:36, 84, 240
2023-07-08, 10:31:37, 82, 238
2023-07-08, 10:31:38, 106, 248
2023-07-08, 10:31:39, 100, 255
2023-07-08, 10:31:40, 79, 259
2023-07-08, 10:31:42, 264, 0
2023-07-08, 10:31:42, 116, 273
2023-07-08, 10:31:43, 95, 261
2023-07-08, 10:31:45, 122, 0
2023-07-08, 10:31:45, 123, 290
2023-07-08, 10:31:47, 311, 0
2023-07-08, 10:31:47, 89, 248
2023-07-08, 10:31:48, 111, 246
2023-07-08, 10:31:50, 146, 274
2023-07-08, 10:31:51, 101, 247
2023-07-08, 10:31:52, 99, 270
2023-07-08, 10:31:53, 89, 245
2023-07-08, 10:31:54, 86, 245
2023-07-08, 10:31:55, 92, 242
2023-07-08, 10:31:56, 150, 305
2023-07-08, 10:31:57, 93, 248
2023-07-08, 10:31:58, 82, 242
2023-07-08, 10:31:59, 95, 262
2023-07-08, 10:32:00, 85, 245
2023-07-08, 10:32:01, 92, 249
2023-07-08, 10:32:02, 80, 240
2023-07-08, 10:32:03, 88, 243
2023-07-08, 10:32:04, 101, 253
2023-07-08, 10:32:05, 81, 239
2023-07-08, 10:32:06, 80, 239
2023-07-08, 10:32:07, 89, 250
2023-07-08, 10:32:08, 85, 255
2023-07-08, 10:32:09, 83, 242
2023-07-08, 10:32:10, 84, 239
2023-07-08, 10:32:11, 94, 253
2023-07-08, 10:32:13, 289, 0
2023-07-08, 10:32:14, 0, 0
2023-07-08, 10:32:14, 194, 307
2023-07-08, 10:32:15, 211, 370
2023-07-08, 10:32:16, 86, 238
2023-07-08, 10:32:17, 80, 241
2023-07-08, 10:32:18, 291, 472
2023-07-08, 10:32:19, 110, 264
2023-07-08, 10:32:20, 94, 251
2023-07-08, 10:32:21, 116, 273
2023-07-08, 10:32:22, 80, 238
2023-07-08, 10:32:23, 88, 246
2023-07-08, 10:32:24, 88, 248
2023-07-08, 10:32:25, 82, 238
2023-07-08, 10:32:26, 98, 240
2023-07-08, 10:32:28, 91, 240
2023-07-08, 10:32:29, 83, 240
2023-07-08, 10:32:30, 96, 264
2023-07-08, 10:32:31, 83, 248
2023-07-08, 10:32:32, 81, 243
2023-07-08, 10:32:33, 79, 0
2023-07-08, 10:32:35, 0, 0
2023-07-08, 10:32:36, 0, 0
2023-07-08, 10:32:37, 80, 0
2023-07-08, 10:32:37, 81, 239
2023-07-08, 10:32:38, 82, 238
2023-07-08, 10:32:39, 85, 242
2023-07-08, 10:32:40, 82, 241
2023-07-08, 10:32:41, 80, 241
2023-07-08, 10:32:42, 85, 238
2023-07-08, 10:32:43, 84, 241
2023-07-08, 10:32:44, 131, 283
2023-07-08, 10:32:45, 80, 239
2023-07-08, 10:32:46, 100, 239
2023-07-08, 10:32:48, 94, 240
2023-07-08, 10:32:49, 101, 251
2023-07-08, 10:32:50, 82, 242
2023-07-08, 10:32:51, 80, 239
2023-07-08, 10:32:52, 81, 238
2023-07-08, 10:32:53, 81, 245
2023-07-08, 10:32:54, 0, 0
2023-07-08, 10:32:55, 80, 248
2023-07-08, 10:32:56, 82, 243
2023-07-08, 10:32:57, 82, 240
2023-07-08, 10:32:58, 83, 243
2023-07-08, 10:32:59, 177, 333
2023-07-08, 10:33:00, 84, 239
2023-07-08, 10:33:01, 84, 238
2023-07-08, 10:33:02, 81, 243
2023-07-08, 10:33:03, 81, 241
2023-07-08, 10:33:04, 83, 243
2023-07-08, 10:33:05, 96, 255
2023-07-08, 10:33:06, 81, 239
2023-07-08, 10:33:07, 81, 238
2023-07-08, 10:33:08, 80, 240
2023-07-08, 10:33:09, 99, 256
2023-07-08, 10:33:10, 82, 238
2023-07-08, 10:33:11, 81, 239
2023-07-08, 10:33:12, 82, 241
2023-07-08, 10:33:14, 237, 0
2023-07-08, 10:33:14, 82, 238
2023-07-08, 10:33:15, 79, 240
2023-07-08, 10:33:17, 0, 0
2023-07-08, 10:33:18, 0, 0
2023-07-08, 10:33:19, 0, 0
2023-07-08, 10:33:21, 275, 0
2023-07-08, 10:33:21, 85, 241
2023-07-08, 10:33:22, 184, 238
2023-07-08, 10:33:23, 81, 239
2023-07-08, 10:33:24, 84, 239
