date, time, 1.1.1.1, 64.98.135.91
2023-07-08, 06:51:02, 79, 237
2023-07-08, 06:51:04, 155, 356
2023-07-08, 06:51:04, 79, 239
2023-07-08, 06:51:05, 80, 241
2023-07-08, 06:51:06, 92, 252
2023-07-08, 06:51:07, 81, 237
2023-07-08, 06:51:08, 100, 256
2023-07-08, 06:51:09, 80, 239
2023-07-08, 06:51:11, 128, 288
2023-07-08, 06:51:12, 298, 455
2023-07-08, 06:51:13, 138, 285
2023-07-08, 06:51:14, 98, 250
2023-07-08, 06:51:15, 82, 237
2023-07-08, 06:51:16, 80, 237
2023-07-08, 06:51:17, 80, 237
2023-07-08, 06:51:18, 80, 239
2023-07-08, 06:51:19, 82, 245
2023-07-08, 06:51:20, 82, 239
2023-07-08, 06:51:21, 82, 238
2023-07-08, 06:51:22, 80, 239
2023-07-08, 06:51:23, 81, 238
2023-07-08, 06:51:24, 82, 241
2023-07-08, 06:51:25, 80, 238
2023-07-08, 06:51:26, 284, 443
2023-07-08, 06:51:27, 82, 238
2023-07-08, 06:51:28, 335, 445
2023-07-08, 06:51:29, 80, 237
2023-07-08, 06:51:30, 80, 237
2023-07-08, 06:51:31, 80, 237
2023-07-08, 06:51:32, 163, 324
2023-07-08, 06:51:34, 466, 0
2023-07-08, 06:51:34, 249, 405
2023-07-08, 06:51:35, 90, 247
2023-07-08, 06:51:36, 80, 238
2023-07-08, 06:51:37, 82, 239
2023-07-08, 06:51:38, 81, 238
2023-07-08, 06:51:39, 82, 237
2023-07-08, 06:51:40, 80, 239
2023-07-08, 06:51:41, 124, 284
2023-07-08, 06:51:42, 80, 238
2023-07-08, 06:51:43, 80, 244
2023-07-08, 06:51:44, 80, 240
2023-07-08, 06:51:45, 82, 238
2023-07-08, 06:51:46, 81, 239
2023-07-08, 06:51:47, 83, 238
2023-07-08, 06:51:48, 81, 239
2023-07-08, 06:51:49, 88, 245
2023-07-08, 06:51:50, 79, 240
2023-07-08, 06:51:51, 79, 237
2023-07-08, 06:51:52, 106, 277
2023-07-08, 06:51:53, 81, 246
2023-07-08, 06:51:54, 80, 237
2023-07-08, 06:51:55, 81, 242
2023-07-08, 06:51:56, 81, 238
2023-07-08, 06:51:57, 80, 242
2023-07-08, 06:51:58, 85, 241
2023-07-08, 06:51:59, 97, 240
2023-07-08, 06:52:00, 81, 242
2023-07-08, 06:52:01, 82, 242
2023-07-08, 06:52:03, 79, 238
2023-07-08, 06:52:04, 175, 0
2023-07-08, 06:52:05, 80, 238
2023-07-08, 06:52:06, 89, 242
2023-07-08, 06:52:07, 82, 240
2023-07-08, 06:52:08, 82, 252
2023-07-08, 06:52:09, 110, 273
2023-07-08, 06:52:10, 79, 249
2023-07-08, 06:52:11, 80, 243
2023-07-08, 06:52:12, 81, 239
2023-07-08, 06:52:13, 83, 240
2023-07-08, 06:52:14, 87, 247
2023-07-08, 06:52:15, 83, 238
2023-07-08, 06:52:16, 81, 239
2023-07-08, 06:52:17, 82, 239
2023-07-08, 06:52:18, 80, 240
2023-07-08, 06:52:19, 82, 253
2023-07-08, 06:52:20, 80, 243
2023-07-08, 06:52:21, 82, 239
2023-07-08, 06:52:22, 82, 239
2023-07-08, 06:52:23, 81, 241
2023-07-08, 06:52:24, 81, 239
2023-07-08, 06:52:25, 81, 238
2023-07-08, 06:52:26, 82, 238
2023-07-08, 06:52:27, 81, 240
2023-07-08, 06:52:28, 83, 239
2023-07-08, 06:52:29, 97, 254
2023-07-08, 06:52:30, 83, 240
2023-07-08, 06:52:31, 82, 238
2023-07-08, 06:52:32, 81, 238
2023-07-08, 06:52:33, 86, 249
2023-07-08, 06:52:34, 79, 240
2023-07-08, 06:52:35, 160, 317
2023-07-08, 06:52:36, 82, 243
2023-07-08, 06:52:37, 90, 241
2023-07-08, 06:52:38, 80, 244
2023-07-08, 06:52:39, 125, 281
2023-07-08, 06:52:40, 83, 240
2023-07-08, 06:52:41, 146, 302
2023-07-08, 06:52:43, 250, 411
2023-07-08, 06:52:43, 82, 252
2023-07-08, 06:52:44, 82, 239
2023-07-08, 06:52:46, 128, 288
2023-07-08, 06:52:47, 83, 239
2023-07-08, 06:52:48, 157, 317
2023-07-08, 06:52:49, 81, 244
2023-07-08, 06:52:50, 80, 239
2023-07-08, 06:52:51, 89, 250
2023-07-08, 06:52:52, 88, 238
2023-07-08, 06:52:53, 88, 241
2023-07-08, 06:52:54, 81, 251
2023-07-08, 06:52:55, 79, 246
2023-07-08, 06:52:56, 91, 252
2023-07-08, 06:52:57, 238, 399
2023-07-08, 06:52:58, 79, 240
2023-07-08, 06:52:59, 100, 262
2023-07-08, 06:53:00, 82, 240
2023-07-08, 06:53:01, 138, 309
2023-07-08, 06:53:02, 186, 240
2023-07-08, 06:53:03, 79, 252
2023-07-08, 06:53:04, 83, 238
2023-07-08, 06:53:05, 79, 241
2023-07-08, 06:53:06, 82, 242
2023-07-08, 06:53:07, 79, 241
2023-07-08, 06:53:08, 79, 243
2023-07-08, 06:53:09, 161, 317
2023-07-08, 06:53:10, 82, 240
2023-07-08, 06:53:11, 80, 244
2023-07-08, 06:53:12, 80, 238
2023-07-08, 06:53:13, 100, 239
2023-07-08, 06:53:14, 85, 253
2023-07-08, 06:53:15, 81, 240
2023-07-08, 06:53:16, 81, 241
2023-07-08, 06:53:17, 124, 284
2023-07-08, 06:53:18, 130, 242
2023-07-08, 06:53:19, 79, 239
2023-07-08, 06:53:20, 80, 239
2023-07-08, 06:53:21, 82, 242
2023-07-08, 06:53:22, 82, 242
2023-07-08, 06:53:23, 104, 302
2023-07-08, 06:53:24, 81, 239
2023-07-08, 06:53:25, 81, 242
2023-07-08, 06:53:26, 80, 240
2023-07-08, 06:53:27, 82, 239
2023-07-08, 06:53:29, 140, 300
2023-07-08, 06:53:30, 79, 241
